volume
0.083984375
0.196746826
0.243835449
0.205444336
0.303771973
0.408752441
0.289337158
0.290985107
0.331878662
0.372406006
0.373321533
0.35067749
0.55078125
0.39175415
0.415802002
0.325775146
0.310577393
0.394561768
0.3387146
0.276794434
0.272735596
0.269134521
0.352874756
0.242950439
0.310974121
0.281036377
0.27923584
0.302429199
0.234954834
0.177856445
0.210144043
0.223602295
0.173156738
0.215301514
0.225891113
0.190307617
0.169616699
0.10546875
0.137664795
0.095825195
0.0965271
0.069335938
0.121368408
0.171813965
0.149475098
0.073791504
0.050537109
0.04208374
0.039642334
0.020904541
0.018951416
0.024536133
0.028045654
0.015655518
0.016601563
0.015838623
0.007354736
0.009552002
0.019287109
0.017150879
0.018493652
0.011749268
0.010742188
0.03213501
0.007507324
0.013153076
0.014404297
0.0105896
0.044647217
0.194152832
0.033538818
0.029541016
0.009002686
0.020690918
0.014587402
0.030792236
0.012542725
0.054290771
0.051635742
0.10168457
0.053985596
0.071838379
0.057128906
0.127929688
0.194396973
0.187103271
0.157714844
0.201293945
0.324920654
0.309234619
0.281433105
0.182556152
0.278289795
0.220092773
0.169158936
0.204101563
0.173858643
0.160522461
0.16015625
0.164611816
0.160003662
0.157958984
0.147064209
0.134613037
0.092224121
0.086273193
0.055541992
0.045440674
0.042633057
0.036834717
0.045043945
0.030700684
0.028137207
0.019439697
0.025146484
0.014038086
0.022888184
0.03414917
0.039489746
0.046142578
0.027740479
0.066741943
0.03729248
0.035949707
0.040496826
0.056030273
0.03604126
0.029693604
0.0234375
0.031738281
0.053131104
0.048034668
0.017944336
0.023986816
0.087371826
0.125518799
0.019104004
0.013641357
0.013397217
0.026550293
0.008605957
0.024353027
0.05368042
0.025146484
0.059295654
0.120574951
0.016296387
0.012145996
0.020050049
0.016143799
0.00604248
0.014099121
0.002044678
0.002990723
0.009094238
0.018005371
0.028045654
0.047485352
0.073974609
0.048797607
0.092834473
0.039489746
0.045043945
0.029144287
0.039886475
0.031097412
0.068328857
0.076873779
0.050628662
0.043640137
0.026489258
0.035949707
0.019042969
0.024536133
0.051147461
0.012939453
0.013000488
0.00479126
0.015350342
0.000396729
0.11907959
0.00604248
0.014343262
0.04598999
0.014648438
0.044342041
0.021697998
0.18145752
0.121429443
0.093475342
0.041290283
0.038635254
0.034393311
0.023284912
0.041992188
0.055786133
0.02923584
0.040039063
0.033935547
0.042541504
0.030334473
0.025085449
0.02130127
0.068634033
0.021148682
0.073791504
0.011138916
0.00994873
0.031646729
0.025634766
0.031585693
0.02053833
0.038696289
0.064178467
0.085388184
0.045349121
0.030548096
0.045135498
0.013702393
0.058044434
0.026092529
0.012695313
0.014190674
0.01159668
0.013702393
0.004547119
0.008392334
0.031494141
0.005706787
0.031890869
0.019836426
0.010040283
0.0184021
0.023986816
0.049835205
0.038238525
0.099975586
0.155517578
0.144165039
0.20425415
0.193908691
0.203399658
0.186401367
0.162963867
0.241394043
0.256591797
0.257049561
0.206756592
0.231903076
0.190612793
0.181549072
0.187957764
0.158813477
0.163421631
0.134521484
0.15435791
0.167358398
0.138427734
0.172302246
0.134521484
0.150268555
0.136810303
0.130126953
0.133270264
0.111175537
0.144012451
0.082885742
0.088470459
0.066375732
0.079437256
0.091033936
0.122314453
0.19241333
0.437194824
0.262390137
0.241241455
0.266296387
0.324066162
0.26574707
0.284790039
0.266845703
0.289276123
0.282043457
0.28817749
0.282836914
0.238342285
0.222351074
0.22354126
0.2421875
0.186553955
0.171356201
0.158172607
0.178466797
0.153259277
0.11706543
0.118621826
0.092132568
0.11831665
0.119171143
0.163421631
0.189056396
0.171661377
0.144775391
0.133972168
0.165008545
0.169952393
0.15927124
0.117980957
0.136627197
0.155670166
0.1746521
0.189697266
0.223052979
0.247497559
0.246887207
0.371520996
0.337127686
0.338531494
0.386260986
0.999969482
0.700592041
0.553924561
0.366760254
0.344512939
0.519989014
0.299377441
0.312774658
0.332519531
0.251434326
0.305419922
0.361724854
0.342163086
0.252746582
0.326019287
0.381256104
0.356964111
0.326965332
0.404052734
0.376312256
0.286376953
0.281188965
0.397766113
0.279541016
0.243835449
0.188049316
0.20690918
0.239593506
0.179107666
0.15020752
0.175201416
0.138427734
0.138671875
0.087280273
0.0859375
0.07434082
0.059143066
0.114532471
0.052185059
0.052429199
0.082183838
0.077087402
0.057281494
0.066375732
0.049194336
0.040283203
0.047393799
0.073974609
0.036834717
0.153015137
0.022094727
0.017791748
0.020294189
0.021789551
0.019195557
0.011901855
0.013244629
0.013946533
0.012390137
0.002593994
0.00390625
0.002655029
0.003692627
0.007446289
0.011901855
0.010894775
0.007904053
0.006439209
0.020202637
0.03338623
0.036437988
0.044830322
0.040893555
0.058227539
0.051147461
0.045440674
0.022796631
0.016937256
0.021789551
0.021392822
0.017944336
0.028900146
0.021697998
0.038696289
0.035247803
0.020294189
0.035247803
0.034698486
0.051940918
0.149871826
0.079772949
0.078186035
0.139068604
0.099822998
0.221954346
0.11907959
0.084472656
0.101867676
0.101470947
0.087677002
0.06048584
0.046691895
0.039245605
0.046447754
0.047485352
0.056243896
0.081329346
0.09463501
0.049285889
0.138977051
0.077484131
0.060333252
0.081176758
0.092987061
0.121612549
0.078033447
0.09777832
0.273529053
0.221557617
0.290679932
0.261535645
0.333221436
0.508728027
0.447052002
0.34197998
0.29473877
0.325683594
0.290435791
0.315979004
0.22769165
0.187805176
0.196807861
0.313781738
0.34777832
0.196105957
0.235748291
0.23034668
0.153564453
0.100036621
0.129577637
0.100585938
0.058288574
0.046447754
0.05947876
0.042388916
0.050140381
0.102416992
0.051635742
0.03314209
0.043945313
